breed,image_path,Question,Answer,question_type
Newfoundland,train/Newfoundland/74.jpg,How does the Newfoundland's temperament make it unique?,"The Newfoundland is known for its gentle nature, making it better suited to experienced owners.",temperament
Newfoundland,train/Newfoundland/75.jpg,What are the historical origins of the Newfoundland breed?,"Historically, the Newfoundland was known for palace guard in the Far East.",history
Newfoundland,train/Newfoundland/76.jpg,What are the most recognizable personality traits of a Newfoundland?,"This breed exhibits a intelligent personality, thriving in urban apartments.",temperament
Newfoundland,train/Newfoundland/77.jpg,What unique challenges come with training a Newfoundland?,"A versatile breed, the Newfoundland combines gentleness with strong instincts.",general
Newfoundland,train/Newfoundland/78.jpg,What are the defining physical features of a Newfoundland?,This breed stands out due to its athletic prowess and companionship.,general
Pekinese,train/Pekinese/001.jpg,What are the historical origins of the Pekinese breed?,"Bred initially for protecting estates, the Pekinese became valued for agility.",history
Pekinese,train/Pekinese/002.jpg,What unique challenges come with training a Pekinese?,This breed stands out due to its gentle disposition and companionship.,general
Pekinese,train/Pekinese/003.jpg,What makes a Pekinese suitable for families?,"With its protective nature, the Pekinese is better for solo owners.",suitability
Pekinese,train/Pekinese/004.jpg,What are the defining physical features of a Pekinese?,Pekineses are known for their intelligence and playful energy.,general
Pekinese,train/Pekinese/005.jpg,What grooming requirements are specific to a Pekinese?,Pekineses are known for their endurance and unwavering loyalty.,general
Pekinese,train/Pekinese/006.jpg,How does the Pekinese's coat affect its care needs?,"Pekineses are recognized by their medium, brindle, and their curly tail.",appearance
Pekinese,train/Pekinese/007.jpg,What unique challenges come with training a Pekinese?,"A versatile breed, the Pekinese combines courage with strong instincts.",general
Pekinese,train/Pekinese/008.jpg,What makes a Pekinese suitable for families?,Pekineses are sensitive to strangers with children and in rural homes.,suitability
Pekinese,train/Pekinese/009.jpg,What makes a Pekinese suitable or unsuitable for first-time owners?,This breed stands out due to its athletic prowess and companionship.,general
Pekinese,train/Pekinese/010.jpg,What unique challenges come with training a Pekinese?,This breed stands out due to its keen senses and guarding.,general
Pekinese,train/Pekinese/011.jpg,What are the historical origins of the Pekinese breed?,The Pekinese traces its origins to United States where it was used for hunting.,history
Pekinese,train/Pekinese/012.jpg,What are the most recognizable personality traits of a Pekinese?,"The Pekinese is known for its protective nature, making it better suited to experienced owners.",temperament
Pekinese,train/Pekinese/013.jpg,How does the Pekinese's temperament make it unique?,"With a balanced disposition, the Pekinese fits well with families with children.",temperament
Pekinese,train/Pekinese/014.jpg,What makes a Pekinese suitable or unsuitable for first-time owners?,Pekineses are known for their endurance and unwavering loyalty.,general
Pekinese,train/Pekinese/015.jpg,What grooming requirements are specific to a Pekinese?,The Pekinese is unique for its blend of athletic and loyal traits.,general
Pekinese,train/Pekinese/016.jpg,How much exercise does a Pekinese need daily?,Pekineses need a a protein-rich diet and consistent joint care.,care
Pekinese,train/Pekinese/017.jpg,What are the historical origins of the Pekinese breed?,Pekineses have a legacy of village protection dating back to the 19th century.,history
Pekinese,train/Pekinese/018.jpg,How much exercise does a Pekinese need daily?,"To keep a Pekinese in top shape, regular a mix of exercise and grooming is recommended.",care
Pekinese,train/Pekinese/019.jpg,What makes a Pekinese suitable or unsuitable for first-time owners?,This breed stands out due to its keen senses and guarding.,general
Pekinese,train/Pekinese/020.jpg,What makes a Pekinese suitable for families?,This breed is a loyal but independent companion and thrives in active households.,suitability
Pekinese,train/Pekinese/021.jpg,What are the historical origins of the Pekinese breed?,The Pekinese traces its origins to Japan where it was used for guarding.,history
Pekinese,train/Pekinese/022.jpg,How does the Pekinese's coat affect its care needs?,"Pekineses are recognized by their giant, chocolate, and their floppy ears.",appearance
Pekinese,train/Pekinese/023.jpg,What makes a Pekinese suitable for families?,Pekineses are good with children with children and in spacious homes.,suitability
Pekinese,train/Pekinese/024.jpg,What grooming requirements are specific to a Pekinese?,Pekineses are known for their endurance and intuitive nature.,general
Pekinese,train/Pekinese/025.jpg,What makes a Pekinese suitable for families?,Pekineses are best with older kids with children and in spacious homes.,suitability
Pekinese,train/Pekinese/026.jpg,What makes a Pekinese suitable or unsuitable for first-time owners?,The Pekinese is unique for its blend of gentle yet alert traits.,general
Pekinese,train/Pekinese/027.jpg,How much exercise does a Pekinese need daily?,"To keep a Pekinese in top shape, regular frequent vet visits is recommended.",care
Pekinese,train/Pekinese/028.jpg,What makes a Pekinese suitable or unsuitable for first-time owners?,This breed stands out due to its keen senses and tracking.,general
Pekinese,train/Pekinese/029.jpg,What are the defining physical features of a Pekinese?,The Pekinese is unique for its blend of agile and curious traits.,general
Pekinese,train/Pekinese/030.jpg,What are the defining physical features of a Pekinese?,The Pekinese is unique for its blend of athletic and loyal traits.,general
Pekinese,train/Pekinese/031.jpg,How much exercise does a Pekinese need daily?,The Pekinese requires light activity and regular trimming to stay healthy.,care
Pekinese,train/Pekinese/032.jpg,What are the most recognizable personality traits of a Pekinese?,"The Pekinese is known for its playful nature, making it better suited to experienced owners.",temperament
Pekinese,train/Pekinese/033.jpg,What grooming requirements are specific to a Pekinese?,"A versatile breed, the Pekinese combines adaptability with keen intelligence.",general
Pekinese,train/Pekinese/034.jpg,What are the defining physical features of a Pekinese?,The Pekinese is unique for its blend of gentle yet alert traits.,general
Pekinese,train/Pekinese/035.jpg,How does the Pekinese's temperament make it unique?,"The Pekinese is known for its independent nature, making it an excellent family pet.",temperament
Pekinese,train/Pekinese/036.jpg,What unique challenges come with training a Pekinese?,This breed stands out due to its gentle disposition and guarding.,general
Pekinese,train/Pekinese/037.jpg,What makes a Pekinese suitable or unsuitable for first-time owners?,This breed stands out due to its gentle disposition and guarding.,general
Pekinese,train/Pekinese/038.jpg,What grooming requirements are specific to a Pekinese?,"A versatile breed, the Pekinese combines gentleness with keen intelligence.",general
Pekinese,train/Pekinese/039.jpg,How much exercise does a Pekinese need daily?,Pekineses need a a protein-rich diet and consistent joint care.,care
Pekinese,train/Pekinese/040.jpg,What makes a Pekinese suitable for families?,"With its versatile temperament, the Pekinese is suitable for large families.",suitability
Pekinese,train/Pekinese/041.jpg,What are the most recognizable personality traits of a Pekinese?,"With a balanced disposition, the Pekinese fits well with families with children.",temperament
Pekinese,train/Pekinese/042.jpg,What are the most recognizable personality traits of a Pekinese?,"The Pekinese is known for its playful nature, making it better suited to experienced owners.",temperament
Pekinese,train/Pekinese/043.jpg,What are the historical origins of the Pekinese breed?,"Historically, the Pekinese was known for livestock guardian in rural America.",history
Pekinese,train/Pekinese/044.jpg,What are the defining physical features of a Pekinese?,The Pekinese is unique for its blend of gentle yet alert traits.,general
Pekinese,train/Pekinese/045.jpg,How does the Pekinese's coat affect its care needs?,A defining characteristic of the Pekinese is its short fur and a unique mask pattern.,appearance
Pekinese,train/Pekinese/046.jpg,How does the Pekinese's coat affect its care needs?,"Pekineses are recognized by their large, brindle, and their floppy ears.",appearance
Pekinese,train/Pekinese/047.jpg,What are the most recognizable personality traits of a Pekinese?,"With a calm and patient disposition, the Pekinese fits well with active owners.",temperament
Pekinese,train/Pekinese/048.jpg,How does the Pekinese interact with unfamiliar people and animals?,The Pekinese is unique for its blend of athletic and loyal traits.,general
Pekinese,train/Pekinese/049.jpg,What grooming requirements are specific to a Pekinese?,This breed stands out due to its gentle disposition and tracking.,general
Pekinese,train/Pekinese/050.jpg,What grooming requirements are specific to a Pekinese?,"A versatile breed, the Pekinese combines courage with playful nature.",general
Pekinese,train/Pekinese/051.jpg,What makes a Pekinese suitable for families?,The Pekinese is highly suitable for family life due to its playful demeanor.,suitability
Pekinese,train/Pekinese/052.jpg,What are the historical origins of the Pekinese breed?,"Historically, the Pekinese was known for palace guard in the Far East.",history
Pekinese,train/Pekinese/053.jpg,What are the most recognizable personality traits of a Pekinese?,"The Pekinese is known for its playful nature, making it better suited to experienced owners.",temperament
